S.N.,Car Name,Model,Chasis Number,Colour,Mileage,Engine,Grade,Details,Price,Landing,Location,imgURL,Picture,Status,Drive Image,First Image
98,Toyota Yaris Cross Hybrid Z ,2020,MXPJ10-2002964,Golden,"62,811",1500,3.5,"Panaromic View Monitor, ETC, Push Start, Toyota Safety Sense",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1vdarlYMnbA04rrpl9BYn2vZQ7pKRvp6d&sz=w1000|https://drive.google.com/thumbnail?id=1UEz4hxRNamLbVYHPIsXR_YR-724iw4Ia&sz=w1000|https://drive.google.com/thumbnail?id=1cHZ9oTEuqbtguHRXHVZcj2mjVAe91hAl&sz=w1000|https://drive.google.com/thumbnail?id=1ZD5pxH574ZDNlutJ5Ve6Bsc5CtqHogUX&sz=w1000|https://drive.google.com/thumbnail?id=1-1BAnCn1uw7TQUAe2tSfrlaHe9X-ed6c&sz=w1000|https://drive.google.com/thumbnail?id=1Hd3ayDaF9DHBZ2Klv5Dtk-A01X3BCJnD&sz=w1000|https://drive.google.com/thumbnail?id=19tKTkEfEvDgyarrnLfGFVPXQKrxPGPG3&sz=w1000|https://drive.google.com/thumbnail?id=1kmdtsbLqTtpOLT06NbsOZfTAR_ABMU98&sz=w1000|https://drive.google.com/thumbnail?id=1EpkeYOWd_iTfExzkFtUKdprghC0Uvdvu&sz=w1000,https://drive.google.com/thumbnail?id=1vdarlYMnbA04rrpl9BYn2vZQ7pKRvp6d&sz=w1000
99,Toyota Alphard Hybrid,2021,AYH30-0124886,White,"71,479",2500,4.5,"JBL Sound System, Navigation, Rear Entry System, Omnidirectional Camera, Digital Inner Mirror EC20, Seat Heater/Air Seat",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1ZynnM1EgolQP0BJTNR7VC-khihkQKO6E&sz=w1000|https://drive.google.com/thumbnail?id=1XMWXyvBosOt6CXmw2OhE7Wj2cSYY8Tt2&sz=w1000|https://drive.google.com/thumbnail?id=1qM1RPSCsDO2EvVIAy4YHSDJacwq4vEQH&sz=w1000|https://drive.google.com/thumbnail?id=1xkLSio7typq20YAJrJXAv_lR9gg4Wf2z&sz=w1000|https://drive.google.com/thumbnail?id=1KNVgeeiaLv1Ku5ys1xY3mqoGT5KgS_wa&sz=w1000|https://drive.google.com/thumbnail?id=1Im9HyDzYOHZIe4ODbEn20jcrdZwDa7_-&sz=w1000|https://drive.google.com/thumbnail?id=1mDWGlc6f9l3vkdPk5s1zkUBD4nF2Q5Fr&sz=w1000,https://drive.google.com/thumbnail?id=1ZynnM1EgolQP0BJTNR7VC-khihkQKO6E&sz=w1000
101,Toyota Corolla Fielder Hybrid EX Package,2019,NKE165-7227330,Black,"59,412",1500,4,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=14tTX6hqQ5W2xnr2P_i8n80op0X6kX2ps&sz=w1000|https://drive.google.com/thumbnail?id=1qvZQUD9f3OeoF2JBcFkxNCt8foTRyUtM&sz=w1000|https://drive.google.com/thumbnail?id=10GG7E8PJUXJC5a5qOdPGoZtVMBH-MFdx&sz=w1000|https://drive.google.com/thumbnail?id=1RaEA2lZwFeYB1wnkR2n6piv8UgFELH6Z&sz=w1000|https://drive.google.com/thumbnail?id=1UHM9wNdtqXUWr8Gi8BE7UpqRhtA-sYH8&sz=w1000|https://drive.google.com/thumbnail?id=1W-5ZmFB_cJfymJsUalZSp0uSptQoo0WI&sz=w1000|https://drive.google.com/thumbnail?id=1s1BIdprHtOjnzUSiWJrHb8PwHHyW01hi&sz=w1000|https://drive.google.com/thumbnail?id=1O2162Ly2rhZh_JPH4mEskPUq_Kij-_ZC&sz=w1000|https://drive.google.com/thumbnail?id=1Ly-2CoDg_RaOQBM-sXcvQiHfGdmtMlhG&sz=w1000|https://drive.google.com/thumbnail?id=1fTradXKxMcVjm_Ap3Zp0uwUHSFKukhp3&sz=w1000,https://drive.google.com/thumbnail?id=14tTX6hqQ5W2xnr2P_i8n80op0X6kX2ps&sz=w1000
102,Toyota Harrier Progress Package,2019,ZSU60-0180380,Silver,"14,406",2500,,ETC,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1LH6vXEbPkMx-_80_oKCmeXsxiwzHYN4V&sz=w1000|https://drive.google.com/thumbnail?id=1s2eGhYhYb6OLJRmHe3BksWHPEiL3pBqE&sz=w1000|https://drive.google.com/thumbnail?id=1gLn6jmJdhy7TkSlaHeuYe9AheDbvdwr7&sz=w1000|https://drive.google.com/thumbnail?id=1cujg64lv_Jd1HmvN7K30FOIXBITlRlqh&sz=w1000|https://drive.google.com/thumbnail?id=1nhEFidKPpP5cFSUXCmSxarxjQAje0TJv&sz=w1000|https://drive.google.com/thumbnail?id=1Oq2_IWbntSAcBPFwvpGO-N7uEXgtNuHy&sz=w1000|https://drive.google.com/thumbnail?id=1Qtp01NVffCzUOkUC0sw9rJ6GVlTTHTB3&sz=w1000,https://drive.google.com/thumbnail?id=1LH6vXEbPkMx-_80_oKCmeXsxiwzHYN4V&sz=w1000
103,Toyota Corolla FIelder Hybrid GWXB,2019,NKE 165-7214993,Blue,"206,142",1500,3.5,Push Start,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=194ZV1ejcnUWa-gYrxPqxPYVWZTJstwjw&sz=w1000|https://drive.google.com/thumbnail?id=1ChFCNDJWrF7crhrjLQx0eWo3YvNyYwtj&sz=w1000|https://drive.google.com/thumbnail?id=1DZEZPO5Yjz2V_Uade2oKI6bU_OxZOar_&sz=w1000|https://drive.google.com/thumbnail?id=1tCsF522wFzBTCbmPDALg32IRb1bbTbWI&sz=w1000|https://drive.google.com/thumbnail?id=1ZZSo7kXjA2xKaGHDfke9nl1wPYM5z414&sz=w1000|https://drive.google.com/thumbnail?id=1q4sDQq3Puiu-tUHGoAXM9yuNM-BN62Ha&sz=w1000|https://drive.google.com/thumbnail?id=1YpmBn868WcICWVwOIhf1skBiXQyqF-82&sz=w1000,https://drive.google.com/thumbnail?id=194ZV1ejcnUWa-gYrxPqxPYVWZTJstwjw&sz=w1000
104,Toyota Corolla Axio Hybrid Package,2019,NKE165-7207494,Silver,"124,764",1500,4,"Memory Navigation/Memory, ETC, Toyota Safety Sense, VSC, Lane Departure",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1g3xxsNOyJGOq1QAUhdDZAVuTatwjYQjV&sz=w1000|https://drive.google.com/thumbnail?id=1KeRQCQwYYk3ybsOX5vkpRrBXgeKXJweb&sz=w1000|https://drive.google.com/thumbnail?id=1mXFY1_RQaEkguxZB9cs4gsiL3KP6XWju&sz=w1000|https://drive.google.com/thumbnail?id=1ZvpRlUMsCP11mVBSbqAUUckCw-UHifpn&sz=w1000|https://drive.google.com/thumbnail?id=1RNEC4MWTuE99RjdnMesd5RzWZR93pWN7&sz=w1000|https://drive.google.com/thumbnail?id=1H0dedSY4nuKDfBTo4-npIkt4qNTanYDz&sz=w1000|https://drive.google.com/thumbnail?id=1p9LE3Y-96p_i_LgGl6XUQJOUQaGZckdi&sz=w1000|https://drive.google.com/thumbnail?id=1YyATOpMzTiQiPvWfpwYS6wP69GTPfab2&sz=w1000|https://drive.google.com/thumbnail?id=1b2Y1dcxy15wPMbRto51N22u6zsjGKXjl&sz=w1000|https://drive.google.com/thumbnail?id=1IqWq3Wx-Fk1iBO8bggfpqa71mezbr6Yq&sz=w1000|https://drive.google.com/thumbnail?id=1uNwcNbY7KAMM_6T4M9_DQ9duxhqETKOw&sz=w1000,https://drive.google.com/thumbnail?id=1g3xxsNOyJGOq1QAUhdDZAVuTatwjYQjV&sz=w1000
105,Toyota Corolla Axio EX Package,2022,NRE161-0087532,Gray,"40,676",1500,R,"Airbag, ABS",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1DsM0VM8W-xLq7KDJUUYJ9UWQWafPRn53&sz=w1000|https://drive.google.com/thumbnail?id=1ocQusWhyoZDaQdOhVFmFRljA-b0yFboC&sz=w1000|https://drive.google.com/thumbnail?id=1bqCP4hRgSipH9W0nfe4nR7S-ZQxnMeFZ&sz=w1000|https://drive.google.com/thumbnail?id=1dcJBsfrZ-U6ej3bO83jQgyjOgCi_h6kg&sz=w1000|https://drive.google.com/thumbnail?id=1w8KQay0k8LA-SMpHHlg1ew7gtR-smvgS&sz=w1000|https://drive.google.com/thumbnail?id=1B4OSUv8C38PJegOzW1nXaQzP_wnOwVZA&sz=w1000|https://drive.google.com/thumbnail?id=1kSbcvObe1vcfEgXhuIj1uYykd-F4K_Gs&sz=w1000|https://drive.google.com/thumbnail?id=1cY-vHg2RoQBl2W41MCxbo5iutYVbc_VV&sz=w1000|https://drive.google.com/thumbnail?id=1T_pNium46SYdFmxhguLouh6nnECl0S8w&sz=w1000|https://drive.google.com/thumbnail?id=1kA9LJvcgjduphZSwq4YGz_1WXfEXnAOQ&sz=w1000|https://drive.google.com/thumbnail?id=1QS77Rxid5JnxodR1h4p-mPkcbEgOEGY1&sz=w1000|https://drive.google.com/thumbnail?id=1q4kf5XD4a1b3melIVcLEP9tjNhro4Y41&sz=w1000|https://drive.google.com/thumbnail?id=1ghxjlwEx0lD-0OqzNgvu8m7XU4Kd4BNA&sz=w1000,https://drive.google.com/thumbnail?id=1DsM0VM8W-xLq7KDJUUYJ9UWQWafPRn53&sz=w1000
106,Toyota Alion A15 Package,2021,NZT260-3230417,Silver,"30,008",1500,R,"ETC, LDA",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1Uh09ocZHR3T_wCoEv623P6fLFUfIbs2L&sz=w1000|https://drive.google.com/thumbnail?id=1yR1cLFK1xtrbXZ38VGoxcIYuFB-ji7-B&sz=w1000|https://drive.google.com/thumbnail?id=1izo0BtjG3rMcp-he7j5VHyed3s6lcgCy&sz=w1000|https://drive.google.com/thumbnail?id=11L4HUEnHTcfqSgcwa0Xc6KWN0Kr3mK5K&sz=w1000|https://drive.google.com/thumbnail?id=18l4EPSnoczTAV3UbSpOvb6W_h3AV988z&sz=w1000|https://drive.google.com/thumbnail?id=1DfdafgiIz-mIv7hGcwJf1VQkhiIcOXIa&sz=w1000|https://drive.google.com/thumbnail?id=1l-T3sfS9VXWyYzbn8rlJWhjXTfwsVd81&sz=w1000,https://drive.google.com/thumbnail?id=1Uh09ocZHR3T_wCoEv623P6fLFUfIbs2L&sz=w1000
107,Toyota Regius Ace Van DX Package,2020,TRH200V,Silver,"108,733",2000,4,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1biPu2Pgzv8jDorSlruZvFw8CjINZmKWL&sz=w1000|https://drive.google.com/thumbnail?id=162c5lyYzhts1XhmWd07gIDj0wtlgMZUQ&sz=w1000|https://drive.google.com/thumbnail?id=1-2HMhwsbUauqcwDbGt-f3pyr1o7f9M28&sz=w1000|https://drive.google.com/thumbnail?id=1hVKl9Dtx0VGZuD2zC8SPO3FgNgFS7pL_&sz=w1000|https://drive.google.com/thumbnail?id=1LOHbn6-NCSQR9Bcwwe8zAFtyGxlQMOKg&sz=w1000|https://drive.google.com/thumbnail?id=18FJpubYzouZPU1u8tEa3rbH0Ki8i2qyi&sz=w1000|https://drive.google.com/thumbnail?id=1OY6_xnM9P3tl36Bgf7GF9o8p_6yYmVm2&sz=w1000|https://drive.google.com/thumbnail?id=1r3K5Axzaet2NiJpf8s1rxbyzvhcrJ6NQ&sz=w1000|https://drive.google.com/thumbnail?id=1V86Dv_qxAcXu8Gl8NwrCfx_dY5iuUVEv&sz=w1000|https://drive.google.com/thumbnail?id=1fyjwbqu4ijgd57lBPSsE6X6a7v6yFdKt&sz=w1000,https://drive.google.com/thumbnail?id=1biPu2Pgzv8jDorSlruZvFw8CjINZmKWL&sz=w1000
108,Toyota Alion A15 G Plus Package,2019,NZT260-3217362,Black,"218,351",1500,3.5,"Front Fog, Rear Wiper, Toyota Safety Sense, Intelligent Clearance Sonar",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1D-mx8aAynr00l_SVu9iks8NGzcodJaDM&sz=w1000|https://drive.google.com/thumbnail?id=1fbG5pMa6tcHCg1Yja0ljpqNyiAjighw0&sz=w1000|https://drive.google.com/thumbnail?id=1rIrlmtu7g8EIpDtsQKQFkbYv1rN5keIK&sz=w1000|https://drive.google.com/thumbnail?id=1WUM0UVMci-R5MwqSQw7bWT6HIOG1oMk1&sz=w1000|https://drive.google.com/thumbnail?id=1_VlAGPW6mDAgPSNYt_kddFPbL6drfWf3&sz=w1000|https://drive.google.com/thumbnail?id=11I0Z4JJ3MAW7alME6T4qQYh715qxF-lJ&sz=w1000|https://drive.google.com/thumbnail?id=1MTmBVvYe_ZSwhWT5H5BFIurTfMperalk&sz=w1000|https://drive.google.com/thumbnail?id=1yxu9E2LU2jC1Pgy-B7bwoD-fabnaHl15&sz=w1000,https://drive.google.com/thumbnail?id=1D-mx8aAynr00l_SVu9iks8NGzcodJaDM&sz=w1000
109,Toyota Corolla Fielder Hybrid,2019,NKE165-7214198,Black,"185,213",1500,3.5,"Toyota Safety Sense, ETC, Back Monitor, Keyless Entry, External Navigation",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1BpCdZkaC12iMePbt1kYd8zcNqDsh0dNf&sz=w1000|https://drive.google.com/thumbnail?id=1W49_PN3Mj_7fpX6myKleTQxhMZiLDU7i&sz=w1000|https://drive.google.com/thumbnail?id=1XpAqq7IBHNk9L8NWV8eSbkoKF9Jzc3SC&sz=w1000|https://drive.google.com/thumbnail?id=1X_DhjrMXUZ2nIocw_rxHmwZS2pY2baVl&sz=w1000|https://drive.google.com/thumbnail?id=1_vDRs7hBMeBA3CAOCAgbSZWSaJaRwLf9&sz=w1000|https://drive.google.com/thumbnail?id=1LZRrY-EXRPtBPJxQ3EZjfDEwzWBe-kcD&sz=w1000|https://drive.google.com/thumbnail?id=16GOnuSgizMkAgv3blz-YfUhyxFQEQZ_r&sz=w1000|https://drive.google.com/thumbnail?id=1j4u4Dn4Le65rFdy-KCJk8pKHnF4PX6Wz&sz=w1000|https://drive.google.com/thumbnail?id=1d-UczoGYOencaVIwpS_hbxOnMOK5ifpl&sz=w1000|https://drive.google.com/thumbnail?id=12SXVG0RSFbxfpWP-Gl0DzckePlejiMQb&sz=w1000|https://drive.google.com/thumbnail?id=1jKwgI0LtXV7k704Plwr3I16oBJnJYwsy&sz=w1000,https://drive.google.com/thumbnail?id=1BpCdZkaC12iMePbt1kYd8zcNqDsh0dNf&sz=w1000
110,Toyota Hiace Long DX Package,2019,TRH200-0294190,White,"109,111",2000,RA,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,https://drive.google.com/thumbnail?id=1O01Xd2xXlhU9Fpbl5Af12kGQQXTNeOl9&sz=w1000|https://drive.google.com/thumbnail?id=1PPxEH2A57VRpcP4dh7PwDGNHkQAIfNUE&sz=w1000|https://drive.google.com/thumbnail?id=1091bTKK6TlEsfLUskZ0RlQiqFHw2SC9u&sz=w1000|https://drive.google.com/thumbnail?id=10ghKtOTIW4PP5jBp1jyTYLNAABQc_OuZ&sz=w1000|https://drive.google.com/thumbnail?id=1SPRTajE9h6SmfYlzJw1y_LN-9R1I4PsA&sz=w1000|https://drive.google.com/thumbnail?id=1RSEPlGjG-9Xdu5vSLkipW9PMJQ7HUO6o&sz=w1000|https://drive.google.com/thumbnail?id=1ibfv4QwvBz-5QOfSWDt_l5fTyYqlLlIK&sz=w1000|https://drive.google.com/thumbnail?id=18246m2y70NlNiBWy1CETYHIajKYm6hoq&sz=w1000|https://drive.google.com/thumbnail?id=1fYipAZibU6LcJvDPGxdLSR-G8m28SZuQ&sz=w1000|https://drive.google.com/thumbnail?id=1_tOYheKilPb_fsdU5THbO85rY3fx6upT&sz=w1000,https://drive.google.com/thumbnail?id=1O01Xd2xXlhU9Fpbl5Af12kGQQXTNeOl9&sz=w1000
111,Toyota C-HR Hybrid S Package,2019,ZYX10-2168588,Black,"147,850",1800,4,"Genuine Navigation/TV, Back Camera, Toyota Safety Sense, Radar Cruise Control,VSC, ETC, Push Start",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1EESC4LeUJhQXaiOnfm6zvI_UU3Y59KIY&sz=w1000|https://drive.google.com/thumbnail?id=1NQXaPhYlnTbOQ5y59dCSloaS534QTyFL&sz=w1000|https://drive.google.com/thumbnail?id=1v-MnYyig5dit7TBulDh6rtJ1tejpff15&sz=w1000|https://drive.google.com/thumbnail?id=1ckuD4JaOgMYxdnYMotB5n-VW4eoHhQud&sz=w1000|https://drive.google.com/thumbnail?id=117zUqN8oehorIREA6JMJlQHjpXpVV5DJ&sz=w1000|https://drive.google.com/thumbnail?id=1WFyiN3nnXKrbJPg4o0u3ubJgdSAHL23T&sz=w1000|https://drive.google.com/thumbnail?id=1TEiHXjsfWLiHUrMSKQdaty-u011KDxUH&sz=w1000|https://drive.google.com/thumbnail?id=12DLygD9A779D2r_9V8bgmfifERRWKlbC&sz=w1000|https://drive.google.com/thumbnail?id=1YWoUCmkGxsvljcokkkXOZx928pJxhxNn&sz=w1000|https://drive.google.com/thumbnail?id=1U3lyrnkmzVQFWMrGeiLLhgMaGukGH4jB&sz=w1000|https://drive.google.com/thumbnail?id=168DFJIdRgOUoI68pjUhfexu0rz6jWvPy&sz=w1000|https://drive.google.com/thumbnail?id=1XGZHKQ1piOjknoiPUE05JSpOo689LL9z&sz=w1000|https://drive.google.com/thumbnail?id=1z8nYAbQx0dLDXITqYja_nSm3hrMVIQ8r&sz=w1000|https://drive.google.com/thumbnail?id=1UIesMRv2l3eLxcjW1bdD-MHqMfzSyFTX&sz=w1000|https://drive.google.com/thumbnail?id=1Ectp-MBN7EuYfS7RFU4r-KoHkqHTDxa9&sz=w1000|https://drive.google.com/thumbnail?id=1spibhyI9eOeHS6j4-gFzNk3HUdBbk21S&sz=w1000|https://drive.google.com/thumbnail?id=1Rpf4dMfEfpVINsvbZHcRdU-JEfgY9tOK&sz=w1000|https://drive.google.com/thumbnail?id=1lS510dqhV361asLOPyHtbqC9TUMHcSs_&sz=w1000,https://drive.google.com/thumbnail?id=1EESC4LeUJhQXaiOnfm6zvI_UU3Y59KIY&sz=w1000
112,Toyota Corolla Axio EX Package,2020,NRE161-0089452,Silver,"144,624",1500,4,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1wWX_LYXWoEbibqCsvl2iOMe10izLshwK&sz=w1000|https://drive.google.com/thumbnail?id=1KxmhFANUQ21qxIKVkrc3ji8p19eQIjM-&sz=w1000|https://drive.google.com/thumbnail?id=1v73HvVyNI8QAB4mHRmHd_ho5Z_OqELHd&sz=w1000|https://drive.google.com/thumbnail?id=1Ou_f3iCrVe6zadupIhu-MfzBDCNLseH8&sz=w1000|https://drive.google.com/thumbnail?id=1bR9aVA8uovd2rzk_wgx9ZFy4vF_kAr5L&sz=w1000|https://drive.google.com/thumbnail?id=1ZOBhEimgzEGlE2NJ_WZdcVMWJPdA78zU&sz=w1000|https://drive.google.com/thumbnail?id=1mrqGaf_MaXSzM1LMasComweFXi8cpvr3&sz=w1000,https://drive.google.com/thumbnail?id=1wWX_LYXWoEbibqCsvl2iOMe10izLshwK&sz=w1000
113,Toyota Voxy Hybrid X Package,2019,ZWR80-0394814,Silver,"228,328",1800,R,"Genuine SD Navigation+TV, Back Monitor, Toyota Safety Sense, Left Side Power Slide Door, ETC",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,https://drive.google.com/thumbnail?id=1lrRiJjLwiA6u0CtMq1vTX8WW2izg0JJb&sz=w1000|https://drive.google.com/thumbnail?id=1e2FHyk2Sn2awrzVBp7YYCLyoEmN-DcVV&sz=w1000|https://drive.google.com/thumbnail?id=1gTJAHOtDacWay-sjy79ntlwYB9J1F7mL&sz=w1000|https://drive.google.com/thumbnail?id=1bZWzxRJSZ0A-NkBl9otg1rCqdz61YlBB&sz=w1000|https://drive.google.com/thumbnail?id=1mWI8Q3fweVd22lBwI2eCsFCKu1mm7BMf&sz=w1000|https://drive.google.com/thumbnail?id=1Fg0fa1FqF3gI4AL_3wgChk3HQcE3PrPz&sz=w1000|https://drive.google.com/thumbnail?id=1IKlYtpU-7A4eagqf2k47YEcATC3lcoPk&sz=w1000|https://drive.google.com/thumbnail?id=1mBV5jd_ajeSd7uxbXW7uBA7VB1ejnAZq&sz=w1000|https://drive.google.com/thumbnail?id=1-zG6Ph24ew-rZtAGtYTQuRfIF0Bq1t0N&sz=w1000|https://drive.google.com/thumbnail?id=1pIq1oO4GZmYNwkHlbVJc_b8g0QzgjHPF&sz=w1000|https://drive.google.com/thumbnail?id=1BUfY2lDuTSzamUExHroXJmcpkH2VTTbf&sz=w1000|https://drive.google.com/thumbnail?id=1nByauVWwpzrtYtJ3dO2Wv14_BJ_EXash&sz=w1000,https://drive.google.com/thumbnail?id=1lrRiJjLwiA6u0CtMq1vTX8WW2izg0JJb&sz=w1000
114,Toyota C-HR S LED Package,2019,ZYX10-2189418,Brown,"39,021",1800,3.5,"External Navigation/TV, Back Camera, Safety Sense, LED Headlight, Smart Key, Push Start",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1nS5jY-gtiqiKaOKc7Ydh2gFRAjlMb-_M&sz=w1000|https://drive.google.com/thumbnail?id=1EwAAYpGiS16Syn_xwyGPzieYVI_PSKSE&sz=w1000|https://drive.google.com/thumbnail?id=1TRYa1VDzwxChuRfXd8d7W7idCJ64zQS4&sz=w1000|https://drive.google.com/thumbnail?id=1EkGnfzJiAS5FT2p0YwB_RbSTuSsuOJ7q&sz=w1000|https://drive.google.com/thumbnail?id=1qyPAGlbzcMmW1xdIx9DMqzADEAvw5WnE&sz=w1000|https://drive.google.com/thumbnail?id=1Vh1485WAC19865wgPRhouGmGdk_Yxtt0&sz=w1000|https://drive.google.com/thumbnail?id=1CuIdcjqoduQX5obAYf6GF0xCxUrycs7f&sz=w1000,https://drive.google.com/thumbnail?id=1nS5jY-gtiqiKaOKc7Ydh2gFRAjlMb-_M&sz=w1000
115,Toyota Corolla Cross Hybrid Z Package,2023,ZVG11-1045355,Black,"14,368",1800,R,"Panaromic View Camera, Clearance Sonar, Electric Rear Gate, Front Seat Heater, Half Leather Seat, Display Audio TV/DVD, Auto Cruise Control",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1yOJvR8m8zG33qwbEsNSle0TTxlbR66Dk&sz=w1000|https://drive.google.com/thumbnail?id=1hbZ4-s7ICJBjGy5E4tzuSBODzvw44A7-&sz=w1000|https://drive.google.com/thumbnail?id=1StLo7sEjdDzVFkEEZJ4qkzKt34hxadVS&sz=w1000|https://drive.google.com/thumbnail?id=1nM0Q67tFIBvfpTFOycX-l_XMRL2_eUcp&sz=w1000|https://drive.google.com/thumbnail?id=1Updotlc7e1cLP6dUGmY5sW1FN0IKx2Td&sz=w1000|https://drive.google.com/thumbnail?id=1tal0-gqVo7t0xrgySk8KgJvHYTT_ai4t&sz=w1000|https://drive.google.com/thumbnail?id=18NLgAxh47fgQrdaq5KL2Ssbz79ZU5GwQ&sz=w1000|https://drive.google.com/thumbnail?id=1vqTkUazFwZGJpIOUSu2-56DW365rTHLj&sz=w1000|https://drive.google.com/thumbnail?id=12SRndTdeypFv_j0m1PqnDVUsc1geWU7R&sz=w1000|https://drive.google.com/thumbnail?id=1ljnANRCBdv9P0ohWMWVyFC71oa2AkfQ4&sz=w1000|https://drive.google.com/thumbnail?id=18CrQZxywbbK7uKGP3vLrBR9izvgYUbWh&sz=w1000|https://drive.google.com/thumbnail?id=1UR6oigrU4NspzA62QnL1KRVGlQk3yyjt&sz=w1000|https://drive.google.com/thumbnail?id=1ETVWYF8Av6icMhTeRKchTDORozDHNnVq&sz=w1000|https://drive.google.com/thumbnail?id=1xCyNW7yp6xqjqs3ZhHoe6W28NMg_V4RB&sz=w1000|https://drive.google.com/thumbnail?id=16hXx8tN3ugGucruZ5ZX1xGfkZl4qZi6V&sz=w1000|https://drive.google.com/thumbnail?id=1t79U-otPO8p1g8WOb3e5PE03v8mkCERA&sz=w1000|https://drive.google.com/thumbnail?id=16Jh1H8VL_0Rvw6Cf-f74fMvamKg8Vg9b&sz=w1000,https://drive.google.com/thumbnail?id=1yOJvR8m8zG33qwbEsNSle0TTxlbR66Dk&sz=w1000
116,Toyota Noah Hybrid S-Z Package,2022,ZWR90-0049397,Black,"42,596",1800,4.5,"Half Leather Seat, Back Guide Monitor, Power Slide Door on both sides, Display Audio Compitable with Connected Navigation",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1VhnOd7_AUT0AMIszo82w_WcLkNfjYRop&sz=w1000|https://drive.google.com/thumbnail?id=11BwM2Xn3kOij2dOWJ8xE397bSnbANL1O&sz=w1000|https://drive.google.com/thumbnail?id=144YPEA0mXS-S0lUHtXy5dxo2irzWDsRn&sz=w1000|https://drive.google.com/thumbnail?id=10etpzeuKynRN5NkTTG358W4uXDg3Fy0s&sz=w1000|https://drive.google.com/thumbnail?id=1s_ivgMnX8nM-A_fR8jn0qG4AGqMQB9Fc&sz=w1000|https://drive.google.com/thumbnail?id=1kbNyFRLP91sFi8h_fGm8K38s6mXcrLYC&sz=w1000,https://drive.google.com/thumbnail?id=1VhnOd7_AUT0AMIszo82w_WcLkNfjYRop&sz=w1000
