S.N.,Car Name,Model,Chasis Number,Colour,Mileage,Engine,Grade,Details,Landing,Location,Picture Drive Link ,Thumbnail Pic,All Images,Status,Drive Image
116,Toyota Noah Hybrid S-Z Package,2022,ZWR90-0049397,Black,"42,596",1800,4.5,"Half Leather Seat, Back Guide Monitor, Power Slide Door on both sides, Display Audio Compitable with Connected Navigation",,Dhaka,https://drive.google.com/drive/folders/1xSQa_AiqwPxzBUk22gp_v3wyml4aUtBJ?usp=drive_link,,"https://drive.google.com/file/d/10etpzeuKynRN5NkTTG358W4uXDg3Fy0s/view?usp=drivesdk
https://drive.google.com/file/d/144YPEA0mXS-S0lUHtXy5dxo2irzWDsRn/view?usp=drivesdk
https://drive.google.com/file/d/1kbNyFRLP91sFi8h_fGm8K38s6mXcrLYC/view?usp=drivesdk
https://drive.google.com/file/d/1s_ivgMnX8nM-A_fR8jn0qG4AGqMQB9Fc/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1xSQa_AiqwPxzBUk22gp_v3wyml4aUtBJ?usp=drive_link
118,Toyota Esquire Hybrid GI Package,2020,ZWR80-0470510,Black,"99,463",1800 ,R,"Power Sliding Door on Both Sides, Back Camera, Cruise Control",,Dhaka,https://drive.google.com/drive/folders/1DvMTHdcBg7LjivpSkygRN4IKnWFQASd7?usp=drive_link,,"https://drive.google.com/file/d/1AjRlEsORohJqRDAlr60QrA36xuNYB4SF/view?usp=drivesdk
https://drive.google.com/file/d/1GYtL4sjA4GDbZ7F93usD3TQx5fxltm-F/view?usp=drivesdk
https://drive.google.com/file/d/1RLYqpRjGlgjIPUehrC9huYwyt8nSQBFV/view?usp=drivesdk
https://drive.google.com/file/d/1tG6BiEL4qXNq705mYoc5egO7ymxmHp5g/view?usp=drivesdk
https://drive.google.com/file/d/1yxTP81Jf7BCpWux1hLMmQS4HRj7gWSN8/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1DvMTHdcBg7LjivpSkygRN4IKnWFQASd7?usp=drive_link
119,Toyota Corolla Cross Hybrid Z Package,2021,ZVG11-1008807,White,"99,987",1800,4.5,"Smart Key, Push Start, Power back Door, Panaromic View Monitor, Toyota Safety Sense, ",,Dhaka,https://drive.google.com/drive/folders/1avXlReXiqoFQ5HP-eZrfH2ByFq-Z8V4C?usp=drive_link,,"https://drive.google.com/file/d/11md6vGniCxoUKItkN58LwZrqxZUjS2Lo/view?usp=drivesdk
https://drive.google.com/file/d/18o5q890hnEVB37kW0S-F2IMOcuyvBYeN/view?usp=drivesdk
https://drive.google.com/file/d/1H_IxaS7i_D3yD70Ea8a_NmHEe_btVZhI/view?usp=drivesdk
https://drive.google.com/file/d/1IlOqmsRduHxuzXi_d1mmxoyW_nwLn53f/view?usp=drivesdk
https://drive.google.com/file/d/1J1YnXBCMBV--7DnKjOZYZgFd9gg8R_Ai/view?usp=drivesdk
https://drive.google.com/file/d/1dvpK12QYsn5mbInp4NOGtBUK8_iH2Ojs/view?usp=drivesdk
https://drive.google.com/file/d/1n93dgyh8fp3xSPPizhkEOWiQCeCyd3zj/view?usp=drivesdk
https://drive.google.com/file/d/1pjYtC8iaKoGVBcSY3JRGZko9KTyW07hN/view?usp=drivesdk
https://drive.google.com/file/d/1qOh-rBBBY8cAmZTUiscx5OA_Aaph1sTA/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1avXlReXiqoFQ5HP-eZrfH2ByFq-Z8V4C?usp=drive_link
120,Toyota C-HR G Mode Nero Package,2019,ZYX10-2169974,Black,"155,531",1800,3,"Genuine Navigation/full seg TV, Back Camera, LED Headlight, Safety Sense",,Dhaka,https://drive.google.com/drive/folders/1JYETLT3Vo-ymJl4Fw9jOzgtjb-06YnSY?usp=drive_link,,"https://drive.google.com/file/d/1-cV4PMV-eP_Fh9kz1ZH1hpjjooRglBIW/view?usp=drivesdk
https://drive.google.com/file/d/13WtZFl6Ifz_Dn972s_dm_Zq6GUpXsyJb/view?usp=drivesdk
https://drive.google.com/file/d/1RRoKLhyM0DDurscTNkk5_dz4kOv_VlVJ/view?usp=drivesdk
https://drive.google.com/file/d/1ZdlkxW7u8DSdShuqNIev5_p8kfGvGAfq/view?usp=drivesdk
https://drive.google.com/file/d/1fN5ia2zASggdQFbG_lZcSOrQTqovUpH8/view?usp=drivesdk
https://drive.google.com/file/d/1iMiSQpIXnk_Jya57tsGpN8LHOeqMlfxM/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1JYETLT3Vo-ymJl4Fw9jOzgtjb-06YnSY?usp=drive_link
121,Toyota Noah Hybrid X Package,2019,ZWR80-0396764,White,"151,893",1800,R,"Toyota Safety Sense, Powe Sliding Door on both sides",,Dhaka,https://drive.google.com/drive/folders/1mabM9gK6xXpbb4_mwtuIwbd-IKct_1_N?usp=drive_link,,"https://drive.google.com/file/d/1021ncQTR9f81J1xDzw4SpRMEjKwLScPd/view?usp=drivesdk
https://drive.google.com/file/d/16YW3iMb5pi00MHVKH5ASwVTDMRhmdOog/view?usp=drivesdk
https://drive.google.com/file/d/1Buvty0PIAGOofi02q_CuNSpvVkDagNZs/view?usp=drivesdk
https://drive.google.com/file/d/1MtyURRI7cPrSQAxBGppuBg_xRBCuv42v/view?usp=drivesdk
https://drive.google.com/file/d/1SoFXTtA2MGNkLWEKTnk1XaALebiEVe4w/view?usp=drivesdk
https://drive.google.com/file/d/1e7Uyyt-UYU1LMjr4onFvCqJk53LWbUhP/view?usp=drivesdk
https://drive.google.com/file/d/1jmYIGeEgN49hQra6NsG9Him01bY1eVwU/view?usp=drivesdk
https://drive.google.com/file/d/1xoOGvjqAte1u0OP3KebqtaC_7pEkTQy5/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1mabM9gK6xXpbb4_mwtuIwbd-IKct_1_N?usp=drive_link
122,Toyota C-HR S LED Package,2019,ZYX10-2190985,White,"131,861",1800,4,,,Dhaka,https://drive.google.com/drive/folders/128htC1MXB6ch8pqW4Ky0QpNqO_tHSQGr?usp=drive_link,,"https://drive.google.com/file/d/16r3vjxl37WAXrdd2hE9Pjh1m4rgyl9CW/view?usp=drivesdk
https://drive.google.com/file/d/1BAktvlLySmHQjXAdeYMTb9ndB18jEo3y/view?usp=drivesdk
https://drive.google.com/file/d/1GgFD3Hl-UDOLo7hDlwNSY8ZTBd7a4cEk/view?usp=drivesdk
https://drive.google.com/file/d/1b-9qsTcvBrVeANJiN5cgIFmNqB1-fo2N/view?usp=drivesdk
https://drive.google.com/file/d/1jdqZ0BXJYddII0Aqzf5Hmz2fh6ijhf1W/view?usp=drivesdk
https://drive.google.com/file/d/1kwPOKDYOrYfCekdFzAy4Q-5M2CudH5Tf/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/128htC1MXB6ch8pqW4Ky0QpNqO_tHSQGr?usp=drive_link
123,Toyota Esquire HVGi Premier P Tailored,2019,ZWR80-0417357,Black,"144,973",1800,3.5,"Toyota Safety Sense, Back Camera, POwer Sliding Door on Both Sides",,Dhaka,https://drive.google.com/drive/folders/1554LD-U1BVbmTQiVEEWBg6bPdvNiZLLS?usp=drive_link,,"https://drive.google.com/file/d/12Nk8qColN1VJlDlcZujmeOqn87jx1c-X/view?usp=drivesdk
https://drive.google.com/file/d/1FXW84O_SDX6Zq2ZV0JHPzOhX_UW24ntL/view?usp=drivesdk
https://drive.google.com/file/d/1_lvhWBUB8rzVzgImLQhyyB0d6toTMOcz/view?usp=drivesdk
https://drive.google.com/file/d/1exlIjlst9rpxhPMPNy1sOEb1gf9D-zfL/view?usp=drivesdk
https://drive.google.com/file/d/1qLfALZFPKsfVm_LBQvypzGaoU36cWUpq/view?usp=drivesdk
https://drive.google.com/file/d/1zJLL0H3gNR6I0HmCutzh1Vx6MYgptqTb/view?usp=drivesdk
https://drive.google.com/file/d/1zWyWqHR0BQwi_np7onBW_KzPqCDYFyC3/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1554LD-U1BVbmTQiVEEWBg6bPdvNiZLLS?usp=drive_link
124,Toyota Premio 1.5F Package,2021,NZT260-3231465,Blue,"58,180",1500,R,"Navigation, ETC",,Dhaka,https://drive.google.com/drive/folders/1QwBFvqn2bDbSRVa6Do7vzUB3-KBghgCV?usp=drive_link,,"https://drive.google.com/file/d/19iDAmRuc2i824T6r4FkWo1xvh6iHPOtd/view?usp=drivesdk
https://drive.google.com/file/d/1V0_8R22EIm1WCxwaVYLbqrLgJFIWRVMS/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1QwBFvqn2bDbSRVa6Do7vzUB3-KBghgCV?usp=drive_link
127,Toyota Noah Hybrid X Package,2019,ZWR80-0384261,White,"129,468",1800,R,"Toyota Safety Sense, Power Sliding Door, Push Start, ETC",,Dhaka,https://drive.google.com/drive/folders/1cd6TxmPsqnzBwzVp0tV2A_NK8JGfH8IU?usp=drive_link,,"https://drive.google.com/file/d/16eQ6wHUQvhp7wFX2XD2_uCLpKyZfYh6s/view?usp=drivesdk
https://drive.google.com/file/d/18hAHyYdWaVLVZqDs7h6blfn_pyDBADZw/view?usp=drivesdk
https://drive.google.com/file/d/1Auw-w-EBJ3sDk_fltmSWmOscuI-a_KUQ/view?usp=drivesdk
https://drive.google.com/file/d/1C3_BOK-Ug94eBQMRggelAP57J1R2DEGD/view?usp=drivesdk
https://drive.google.com/file/d/1Un-KDGAQ9KTgYQ8q3a_1NWhYTcHDT7JG/view?usp=drivesdk
https://drive.google.com/file/d/1eGposuzEe7R-zwG8TEk0VXqmdT_nJ5R0/view?usp=drivesdk
https://drive.google.com/file/d/1n5sBH_czeVy3kq6_VQWWd9rP7bKFDvRJ/view?usp=drivesdk
https://drive.google.com/file/d/1nyK5Ci80DHwLUdsLCTCXGOI4FwU2UKqZ/view?usp=drivesdk
https://drive.google.com/file/d/1sDcFYHn3eROhuojxIDhxxN7PUMxmuKdM/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1cd6TxmPsqnzBwzVp0tV2A_NK8JGfH8IU?usp=drive_link
128,Toyota Noah Hybrid X Package,2020,ZWR80-0443020,White,"96,885",1800,RA,Power Sliding Door,,Dhaka,https://drive.google.com/drive/folders/1QYLq5hfxx1RpIxaUlAjC7n4QpF--z8xW?usp=drive_link,,"https://drive.google.com/file/d/1-g1Nd6tX2wcEFxpJp2MSDokuyWW58Nqy/view?usp=drivesdk
https://drive.google.com/file/d/1EVJ3yRNz-uLHjXGqDEp1Otib9EM7JMi1/view?usp=drivesdk
https://drive.google.com/file/d/1chZyvQ10__-F4WwEgExynAU3TRlThDN0/view?usp=drivesdk
https://drive.google.com/file/d/1gkC_-IyfZ4igbl84ttQBGoPGeyYkWRuF/view?usp=drivesdk
https://drive.google.com/file/d/1hU8ggqNXKUnbkCfNtdHnLB0z5Sz0wpFQ/view?usp=drivesdk
https://drive.google.com/file/d/1jQHPWlocQ1inneR7oXbomzuPL_1soFbX/view?usp=drivesdk
https://drive.google.com/file/d/1w7Z8CQd0vkk-y-g4LyD9xWv2IkBJhqEZ/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1QYLq5hfxx1RpIxaUlAjC7n4QpF--z8xW?usp=drive_link
129,Toyota Regius Ace Van Long DX Package ,2020,TRH200-0314335,Silver,"106,511",2000,3.5,"Toyota Safety Sense, Keyless Entry, ETC",,Dhaka,https://drive.google.com/drive/folders/1wF7QVnoO7sRHz401oT9Cy8u5U0EOCK-b?usp=drive_link,,"https://drive.google.com/file/d/15zP9kzEM9eJO2cOPhjEqhJqrpJM8T6an/view?usp=drivesdk
https://drive.google.com/file/d/1D6BHRmLMxsAVOUdAFF-5DeLVzQ50ccC6/view?usp=drivesdk
https://drive.google.com/file/d/1F3WrIWj3rS7vlQeR4dD7Ueqv42nWm5Eb/view?usp=drivesdk
https://drive.google.com/file/d/1RoIdalVH3MwEL-sGPi8bCazx7XOxNUl8/view?usp=drivesdk
https://drive.google.com/file/d/1SKdElSFIJkzQfTerz0V7eFzr12kDjaXF/view?usp=drivesdk
https://drive.google.com/file/d/1TTBL6oiMmCA0wa2ez1cvqHXyMtY9rn6B/view?usp=drivesdk
https://drive.google.com/file/d/1gzFUUT41rGq8xES8B6i2XkaVFSJsU0oZ/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1wF7QVnoO7sRHz401oT9Cy8u5U0EOCK-b?usp=drive_link
130,Toyota Town Ace Van GL Package,2020,S402M-0088349,Silver,"200,142",1500,3.5,,,Dhaka,https://drive.google.com/drive/folders/1d5382zTYD1uA2LqjOAgRB-rAjg4Zdj9Q?usp=drive_link,,"https://drive.google.com/file/d/1LWInM9mlFlE4qUlq_9rUhpEAnw_1cUlB/view?usp=drivesdk
https://drive.google.com/file/d/1WMBFY09Tsc8eyiucZmduSSxhaLH52ms2/view?usp=drivesdk
https://drive.google.com/file/d/1e2j1pC9aN-DSrAI8P0yGDPZuiruG0r87/view?usp=drivesdk
https://drive.google.com/file/d/1fkuqMQr-eCmMoE_N5P06W4Q7vG8OCmx9/view?usp=drivesdk
https://drive.google.com/file/d/1zdknf-tu-hyc1WJvgoXTThQttivirwBO/view?usp=drivesdk
https://drive.google.com/file/d/1zitDmoJio5s5xEwjW0i6kRYWd-jH4aAQ/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1d5382zTYD1uA2LqjOAgRB-rAjg4Zdj9Q?usp=drive_link
131,Toyota C-HR G Package,2019,ZYX10-2183822,Silver,"62,935",1800,4,"Toyota Safety Sense, Smart Key",,Dhaka,https://drive.google.com/drive/folders/1QXv7N5QX0dA4-3LVZSu2tVXIQLV4tZj5?usp=drive_link,,"https://drive.google.com/file/d/1E5N5apiG4zqkV431XLtebY5VEXTIB6oj/view?usp=drivesdk
https://drive.google.com/file/d/1LLDdiTdq_N-DTCvv4uHPqtieMOmBbcVz/view?usp=drivesdk
https://drive.google.com/file/d/1M5nr9IBNqtc16t3WFTH7a5Ylwj36BRF2/view?usp=drivesdk
https://drive.google.com/file/d/1Ssm3P85L6QAeUtKvzJjGBoifpe_g4LQM/view?usp=drivesdk
https://drive.google.com/file/d/1Vc869xU0LI3TOSyw31m8wYXO8apvAx7S/view?usp=drivesdk
https://drive.google.com/file/d/1szbG-2DAC9kJDssC2e2SK2v1E5Y2GffH/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1QXv7N5QX0dA4-3LVZSu2tVXIQLV4tZj5?usp=drive_link
132,Toyota Corolla Fielder Hybrid G Double Bibee,2019,ZYX10-2183822,Gray,"134,962",1500,4,"Back Monitor, Toyota Safety Sense, ETC, Smart Key",,Dhaka,https://drive.google.com/drive/folders/1y2XyI0vl5B_eh1psDFK5Dw7fAN1NmE9K?usp=drive_link,,"https://drive.google.com/file/d/1FN-HsOP6DJclYxxCl7wqhAxMA7d-iK6t/view?usp=drivesdk
https://drive.google.com/file/d/1P5gCyx7gT1NalSz4UCXOKPu5nQGermYC/view?usp=drivesdk
https://drive.google.com/file/d/1Z6izBpyyEe0kb7VviBvfOJUwyIo9-vAM/view?usp=drivesdk
https://drive.google.com/file/d/1_pXenhFLlsmKbNu_vg81XtldR6hYvTMb/view?usp=drivesdk
https://drive.google.com/file/d/1aX188EZ_fDqeGWHDfZ9beglOgXsL-zj-/view?usp=drivesdk
https://drive.google.com/file/d/1qYhN1yCr3YoXpCytCCAdTgSUG3mbaWRc/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1y2XyI0vl5B_eh1psDFK5Dw7fAN1NmE9K?usp=drive_link
134,Toyota C-HR G Mode First,2019,ZYX10-2169952,Black,"67,115",1800,R,"Toyota Safety Sense, ETC, Back Monitor, Seat Heater",,Dhaka,https://drive.google.com/drive/folders/1VzGCqnjCAK4IwIJ3wGymV4RIdhkcZ4DJ?usp=drive_link,,"https://drive.google.com/file/d/16h8gzOQOcYmApRGqsME6z9eg8xrqDIIf/view?usp=drivesdk
https://drive.google.com/file/d/19PQvGuVEKzUrWUGsYynbfCwrh0bpiEvO/view?usp=drivesdk
https://drive.google.com/file/d/1NPQYISWTZbThzlUK7wws50Mk3UR71Yqy/view?usp=drivesdk
https://drive.google.com/file/d/1Nw1Dd9a7wy0oT1lbqmgkQktZVTLlrSZd/view?usp=drivesdk
https://drive.google.com/file/d/1OBCpFNbXCG0FOODP8cH_UqJdPQ09slEd/view?usp=drivesdk
https://drive.google.com/file/d/1Q5wC5y4xbxKNIwbKqgLQZirIjioGt_UX/view?usp=drivesdk
https://drive.google.com/file/d/1aPZpeBRv9aQr77CwBpAlIPQiI4en9LEf/view?usp=drivesdk
https://drive.google.com/file/d/1sY1ufXVweNhE29BHUmfB62R3jkqgvwie/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1VzGCqnjCAK4IwIJ3wGymV4RIdhkcZ4DJ?usp=drive_link
135,Toyota Corolla Axio Hybrid Package,2019,NKE165-7216764,White,"141,714",1500,RA,,,Dhaka,https://drive.google.com/drive/folders/178ARLButKcS4X7pY2lU73b-E_W5dxwx2?usp=drive_link,,"https://drive.google.com/file/d/1AZPrpuJRC5coh63U1RwZfiYsm1rPgu8b/view?usp=drivesdk
https://drive.google.com/file/d/1REeP_Jwyjq5a3nguFKljwP494PtySzTz/view?usp=drivesdk
https://drive.google.com/file/d/1UgdKGCHWlImFiry2xGJCNVb_h-h9mKYz/view?usp=drivesdk
https://drive.google.com/file/d/1mS3odYMG3JmVI3g481yrnq2YSxZBYCnk/view?usp=drivesdk
https://drive.google.com/file/d/1qYnrrFiO4I120NxZlraE8pJor0n51fWf/view?usp=drivesdk
https://drive.google.com/file/d/1rxblmmNv4cynYRzPMVsyTHAQEkgpHo50/view?usp=drivesdk
https://drive.google.com/file/d/1s5TIPZ2-_m7ph1fEVGf0qbZlhYJU-Zg3/view?usp=drivesdk
https://drive.google.com/file/d/1x53tuhFuumheMu3FCka2z4GPG5OI4Shp/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/178ARLButKcS4X7pY2lU73b-E_W5dxwx2?usp=drive_link
136,Toyota Regius Ace Van Long DX Package ,2019,TRH200-5039074,White,"180,398",2000,3,"ETC, Back Guide Monitor",,Dhaka,https://drive.google.com/drive/folders/1IPwMZharLhjtnwTFkOCRfNz9LllaXGLy?usp=drive_link,,"https://drive.google.com/file/d/1OyOu0TMFZEijFWAfPv9PAw1qm_oPWthS/view?usp=drivesdk
https://drive.google.com/file/d/1S4cehIP4Xk-AQzpV2uwM-q6LR8SAZC-L/view?usp=drivesdk
https://drive.google.com/file/d/1Tc6MseoG5N15EU7ORw6Vont9jqx5kvPj/view?usp=drivesdk
https://drive.google.com/file/d/1bFLjRQX6c-e9cE4oInaDtFNqYo4g7TjR/view?usp=drivesdk
https://drive.google.com/file/d/1fyWMsdBaLTcaSmby074CWD9n6f42TVym/view?usp=drivesdk
https://drive.google.com/file/d/1gJkx-dvItCWxmHc82Idrw687pXCjMkQy/view?usp=drivesdk
https://drive.google.com/file/d/1rYrdhLQx3IXEq0BfjVgLFhu6XvDihuyY/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1IPwMZharLhjtnwTFkOCRfNz9LllaXGLy?usp=drive_link
137,Toyota Corolla Cross Hybrid Z Package,2023,6AA-ZVG11,White,"14,935",1800,3.5,"Power Back Door, Seat Heater, Back Monitor",,Dhaka,https://drive.google.com/drive/folders/1dEgXiOil-MA3YTIxPqNZu0sY8wci97tP?usp=drive_link,,"https://drive.google.com/file/d/15q_3TDzCOoe81ojqW2FHuHZ8SN-7I1Od/view?usp=drivesdk
https://drive.google.com/file/d/1DjwGNSFCYBFSF-j604uDItUv8rhnfEBH/view?usp=drivesdk
https://drive.google.com/file/d/1JdGh5PQPixHplATgxTKZGL4Tqk13hKgr/view?usp=drivesdk
https://drive.google.com/file/d/1KqVUThbj4qJhCkuI5mrjEHxsl-VRAPio/view?usp=drivesdk
https://drive.google.com/file/d/1mVAZ9wL_JJbe6fdIvq7aYp-BHfdKqBY-/view?usp=drivesdk
https://drive.google.com/file/d/1tMox7ZZKXeeEW-NWI4nigg0bIwn5nM9e/view?usp=drivesdk
https://drive.google.com/file/d/1zK59kFZ46eU85-IymV6yxkFKdTQwGbyQ/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1dEgXiOil-MA3YTIxPqNZu0sY8wci97tP?usp=drive_link
138,Toyota Regius Ace Van Super GL,2019,TRH200V-296197,Black,"82,552",2000,RA,,,Dhaka,https://drive.google.com/drive/folders/16VDVkAKgbxMeNIu1tcGUixtXP7KGkQBI?usp=drive_link,,"https://drive.google.com/file/d/11yJMDNudm5dHUZfA4av-G8Pb3nhuvMVm/view?usp=drivesdk
https://drive.google.com/file/d/17yZE_2iHxnngQTp6CA_pCkBNBrrcrXsB/view?usp=drivesdk
https://drive.google.com/file/d/1ApTUEt1gLP5p1Bipsk1QBVXc4CAVXBq7/view?usp=drivesdk
https://drive.google.com/file/d/1NzKppo_vb8AfxfQS_IqiLKIqBWj5qr1Y/view?usp=drivesdk
https://drive.google.com/file/d/1Q04iaQw9JLS9BaC0wBcI_MsKYyEiEOmJ/view?usp=drivesdk
https://drive.google.com/file/d/1YLK3YlVUfOOGoE_Apotpf4A616Lw9qDK/view?usp=drivesdk
https://drive.google.com/file/d/1aybOe_u70XLbA-bL_SZr8O7yYoFlX9Hp/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/16VDVkAKgbxMeNIu1tcGUixtXP7KGkQBI?usp=drive_link
140,Toyota Corolla Axio Hybrid,2019,NKE165-7218437,Silver,"187,639",1500,3.5,"Back Monitor, ETC, Toyota Safety Sense, Keyless entry",,Dhaka,https://drive.google.com/drive/folders/1XNIGGv9dXBI153FMmMshl_MhnFY41McK?usp=drive_link,,"https://drive.google.com/file/d/16M0o5gd387UwMbB1-rEIIzvGnRe_22Pp/view?usp=drivesdk
https://drive.google.com/file/d/1KGI1XghWXFLMFotOgEM597ZkBcmnEQHn/view?usp=drivesdk
https://drive.google.com/file/d/1PJSLZVpdR1cy2c6VYNY8m5hUs__qUolL/view?usp=drivesdk
https://drive.google.com/file/d/1TBnyEuUNsRtZGaV9Hoae70V4EenDdX3T/view?usp=drivesdk
https://drive.google.com/file/d/1bDqyV1EoINjlBaQHBYSi3mwsfKmiXefq/view?usp=drivesdk
https://drive.google.com/file/d/1wcuWGS-Kl55BkdRkCJm1HxrxnbN8o2N_/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1XNIGGv9dXBI153FMmMshl_MhnFY41McK?usp=drive_link
141,Toyota Cross Hybrid Z Package,2021,ZVG11-1018320,Black,"8,371",1800,,,,Dhaka,https://drive.google.com/drive/folders/1f_hV6P5bn5k4dRJXUCxtfqRnyRv74Va5?usp=drive_link,,"https://drive.google.com/file/d/1-bsfwKXL_d5GX5zgKmPLMWRHkGMnoFOZ/view?usp=drivesdk
https://drive.google.com/file/d/1z4mQxHfWsYtWuZSZQFTl0Sw7W4GEBSrY/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1f_hV6P5bn5k4dRJXUCxtfqRnyRv74Va5?usp=drive_link
142,Toyota Esquire Hybrid Xi Package,2019,ZWR80-0401429,White,"198,581",1800,3.5,,,Dhaka,https://drive.google.com/drive/folders/1a-fKqPs5Xa6n6AJYFkpxj-Ed_BfL8z6j?usp=drive_link,,"https://drive.google.com/file/d/18Enio2uh04CG728i_6MlpeHPeP1tMOLo/view?usp=drivesdk
https://drive.google.com/file/d/1y9yuOxJr0g62To3U7usKnrxHw5C1OI9C/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1a-fKqPs5Xa6n6AJYFkpxj-Ed_BfL8z6j?usp=drive_link
143,Toyota Cross Hybrid Z Package,2021,ZV011-1014514,Black,"75,857",1800,4.5,"Toyota Safety Sense, Smart Key",,Dhaka,https://drive.google.com/drive/folders/1xXzAEA8nO3QkVEJn0uH_a4RbqR9y2QTl?usp=drive_link,,"https://drive.google.com/file/d/1JiAQ9udDI0CPuAQbxTZAy0ljQAQG9FHN/view?usp=drivesdk
https://drive.google.com/file/d/1et1bUdhZ9eFTBWyeXLXm3Lpo1pIkM-fW/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1xXzAEA8nO3QkVEJn0uH_a4RbqR9y2QTl?usp=drive_link
144,Toyota Aqua S Style Black,2019,NHP10-6825413,silver,"144,075",1500,4,"Navigation, Push Start, Back Monitor,  Toyota Safety Sense",,Dhaka,https://drive.google.com/drive/folders/1Ex8WNvdWoZqpS8cmeaUrIx_WOLNUh2Ep?usp=drive_link,,"https://drive.google.com/file/d/1PYRcvS8TtzcN2ulW1AurOCirhYfw66MV/view?usp=drivesdk
https://drive.google.com/file/d/1cBHQQCmseHyxPxtPyJqKQ_T4zGl31gM7/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1Ex8WNvdWoZqpS8cmeaUrIx_WOLNUh2Ep?usp=drive_link
145,Toyota Corolla Axio Hybrid Package,2019,NKE165-7219595,White,"125,162",1500,3.5,,,Dhaka,https://drive.google.com/drive/folders/1HFkvnGIWaMWJcKGXZV0JmhHCHZvE3V21?usp=drive_link,,"https://drive.google.com/file/d/1FodRNSC496Yliws8kyXOa55x0HEIeD4t/view?usp=drivesdk
https://drive.google.com/file/d/1lnJZk0-Lv9kyHEug6E5x8TpVPJmZsPSF/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1HFkvnGIWaMWJcKGXZV0JmhHCHZvE3V21?usp=drive_link
146,Toyota Corolla Axio 1.5X Package,2019,NRE161-0071763,White,"157,361",1490,3.5,,,Dhaka,https://drive.google.com/drive/folders/1jkussR5XRmTGleVsul40pETiygEKGnU2?usp=drive_link,,"https://drive.google.com/file/d/12g28hTD6pgnyZLUKaFrT6xcu6GaDahl3/view?usp=drivesdk
https://drive.google.com/file/d/1MUKTHd3A_vf8KsKXvzD-dikMLtSN--Zt/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1jkussR5XRmTGleVsul40pETiygEKGnU2?usp=drive_link
147,Toyota Corolla Axio 1.5X Package,2019,NRE161-0076669,Silver,"143,600",1500,3.5,"Toyota Safety Sense, Keyless Entry, ETC",,Dhaka,https://drive.google.com/drive/folders/1xtuZXqv3T9Vr0Xpz5l9VXLcByfQU_H0I?usp=drive_link,,"https://drive.google.com/file/d/115amdyHMq_YQI-LzhvmUe531MekIBg4I/view?usp=drivesdk
https://drive.google.com/file/d/1xK0vzk6At9bUwzk0CiIe5V2UKcPs9kna/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1xtuZXqv3T9Vr0Xpz5l9VXLcByfQU_H0I?usp=drive_link
148,Toyota Premio 1.5F Package,2021,NZT260-3230293,White,"95,451",1500,R,"Navigation, ETC",,Dhaka,https://drive.google.com/drive/folders/1OzI_JtoISk8m5NygICQJzSb8xCSHuhW6?usp=drive_link,,"https://drive.google.com/file/d/1ABlyOI-XXi4xpXNWjCyAfOdQ00xtdbjO/view?usp=drivesdk
https://drive.google.com/file/d/1CMeIAdQUGZFZ9elkleniOYrLWs504FNk/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/1OzI_JtoISk8m5NygICQJzSb8xCSHuhW6?usp=drive_link
149,Toyota Premio 1.5F Package,2021,NZT260-3230870,White,"73,354",1500,4.5,"Navigation, ETC",,Dhaka,https://drive.google.com/drive/folders/15KDhYKxu7JoZkn7HL-TMpitAcKI0PN99?usp=drive_link,,"https://drive.google.com/file/d/1KHISe9EIXKhk4El-zu0kXyRlGzIztot_/view?usp=drivesdk
https://drive.google.com/file/d/1sctwYbMQnn153et4p22e4PIj3k72wV9h/view?usp=drivesdk",Sold,https://drive.google.com/drive/folders/15KDhYKxu7JoZkn7HL-TMpitAcKI0PN99?usp=drive_link
